bug_id,user_id,task_id,created,finish_time,user_ip,link,timeout,project_id,id,answers
1278388,None,1642,2019-02-22T13:50:49.829091,2019-02-22T13:53:25.186057,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/157'/>,None,7,157,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1278388,2,1642,2019-02-26T17:16:49.830780,2019-02-26T17:22:51.994654,None,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/224'/>,None,7,224,0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1279140,None,1643,2019-02-22T14:45:21.079376,2019-02-22T14:49:21.528338,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/158'/>,None,7,158,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1279143,None,1644,2019-02-22T14:45:21.160086,2019-02-22T14:52:34.119666,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/159'/>,None,7,159,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1279864,None,1645,2019-02-22T14:49:21.558833,2019-02-22T14:54:15.763762,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/160'/>,None,7,160,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
1281190,None,1646,2019-02-22T14:52:34.148712,2019-02-22T14:57:18.804929,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/161'/>,None,7,161,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1281493,None,1647,2019-02-22T14:54:15.792740,2019-02-22T14:59:33.661416,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/162'/>,None,7,162,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1282759,None,1648,2019-02-22T14:57:18.833963,2019-02-22T15:01:48.754848,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/163'/>,None,7,163,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1283542,None,1649,2019-02-22T14:59:33.690822,2019-02-22T15:12:58.120624,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/164'/>,None,7,164,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1285041,None,1650,2019-02-22T15:01:48.780121,2019-02-22T15:15:42.894522,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/165'/>,None,7,165,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1285328,None,1651,2019-02-22T15:12:58.149138,2019-02-22T15:16:41.469334,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/166'/>,None,7,166,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1287384,None,1652,2019-02-22T15:15:42.921878,2019-02-22T15:18:46.170838,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/167'/>,None,7,167,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1287687,None,1653,2019-02-22T15:16:41.521944,2019-02-22T15:19:59.224072,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/168'/>,None,7,168,0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1287748,None,1654,2019-02-22T15:18:46.202532,2019-02-22T15:21:14.933931,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/169'/>,None,7,169,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1287748,2,1654,2019-02-26T17:20:36.380945,2019-02-26T17:24:11.629896,None,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/225'/>,None,7,225,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1287823,None,1655,2019-02-22T15:19:59.257860,2019-02-22T15:23:17.488638,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/170'/>,None,7,170,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1287823,2,1655,2019-02-26T17:22:52.021393,2019-02-26T17:27:12.492738,None,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/226'/>,None,7,226,0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1289240,None,1656,2019-02-22T15:21:14.963268,2019-02-22T15:23:45.665124,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/171'/>,None,7,171,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1289240,2,1656,2019-02-26T17:24:11.662145,2019-02-26T17:28:34.273686,None,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/227'/>,None,7,227,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1289832,None,1657,2019-02-22T15:23:17.521473,2019-02-22T15:25:44.327962,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/172'/>,None,7,172,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1289832,2,1657,2019-02-26T17:27:12.520457,2019-02-26T17:30:21.043099,None,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/228'/>,None,7,228,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1290424,None,1658,2019-02-25T12:14:12.449025,2019-02-25T12:16:22.585253,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/173'/>,None,7,173,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1291770,None,1659,2019-02-25T12:14:12.596164,2019-02-25T12:18:09.977364,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/174'/>,None,7,174,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
1292566,None,1660,2019-02-25T12:16:22.623457,2019-02-25T12:19:40.866378,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/175'/>,None,7,175,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
1292573,None,1661,2019-02-25T12:18:10.004787,2019-02-25T12:20:42.570858,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/176'/>,None,7,176,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1293308,None,1662,2019-02-25T12:19:40.899668,2019-02-25T12:21:00.962558,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/177'/>,None,7,177,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1294733,None,1663,2019-02-25T12:20:42.600251,2019-02-25T12:21:45.607466,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/178'/>,None,7,178,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1294887,None,1664,2019-02-25T12:21:01.001911,2019-02-25T12:24:08.108334,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/179'/>,None,7,179,0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 1 0 0
1295502,None,1665,2019-02-25T12:21:45.637111,2019-02-25T12:24:46.545974,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/180'/>,None,7,180,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
1296322,None,1666,2019-02-25T12:24:08.138181,2019-02-25T12:24:56.767442,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/181'/>,None,7,181,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1296366,None,1667,2019-02-25T12:24:46.574269,2019-02-25T12:25:38.548638,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/182'/>,None,7,182,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1296861,None,1668,2019-02-25T12:24:56.799676,2019-02-25T12:25:55.939141,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/183'/>,None,7,183,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1296861,2,1668,2019-02-26T17:28:34.310710,2019-02-26T17:31:12.204490,None,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/229'/>,None,7,229,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1297336,None,1669,2019-02-25T12:25:38.576810,2019-02-25T12:27:07.628389,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/184'/>,None,7,184,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1297336,2,1669,2019-02-26T17:30:21.068620,2019-02-26T17:33:58.196941,None,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/230'/>,None,7,230,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1297374,None,1670,2019-02-25T18:18:18.111999,2019-02-25T18:21:55.212628,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/185'/>,None,7,185,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
1297686,None,1671,2019-02-25T18:18:18.154039,2019-02-25T18:23:43.724160,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/186'/>,None,7,186,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1297976,None,1672,2019-02-25T18:21:55.242347,2019-02-25T18:26:05.205622,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/187'/>,None,7,187,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1299458,None,1673,2019-02-25T18:23:43.756334,2019-02-25T18:26:48.821217,148.58.130.242,<link rel='self' title='taskrun' href='http://localhost:8081/api/taskrun/188'/>,None,7,188,0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
