Bug_Number|Status|Product|Priority|Resolution|Severity|Is_Confirmed
1300862|RESOLVED|Firefox|--|DUPLICATE|normal|False
1300870|VERIFIED|Firefox|--|FIXED|trivial|True
1300876|RESOLVED|Firefox|--|FIXED|normal|True
1300878|RESOLVED|Firefox|--|FIXED|normal|True
1300916|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1300941|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1300947|RESOLVED|Firefox|P3|FIXED|normal|True
1301006|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1301028|UNCONFIRMED|Firefox|--||normal|False
1301030|RESOLVED|Firefox|--|INVALID|normal|False
1301041|RESOLVED|Firefox|--|WONTFIX|enhancement|True
1301056|VERIFIED|Firefox|P2|FIXED|normal|True
1301080|RESOLVED|Firefox|--|DUPLICATE|minor|False
1301086|RESOLVED|Firefox|--|FIXED|normal|True
1301093|VERIFIED|Firefox|P1|FIXED|normal|True
1301098|RESOLVED|Firefox|--|WORKSFORME|normal|False
1301099|NEW|Firefox|--||enhancement|True
1301104|RESOLVED|Firefox|--|FIXED|normal|True
1301114|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1301119|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301120|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301121|RESOLVED|Firefox|--|WORKSFORME|normal|False
1301131|RESOLVED|Firefox|P1|WONTFIX|normal|True
1301155|RESOLVED|Firefox|--|WONTFIX|normal|True
1301165|RESOLVED|Firefox|--|WONTFIX|normal|True
1301168|NEW|Firefox|P5||normal|True
1301220|RESOLVED|Firefox|--|DUPLICATE|normal|True
1301239|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301283|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301289|RESOLVED|Firefox|P1|FIXED|normal|True
1301328|RESOLVED|Firefox|--|DUPLICATE|minor|True
1301329|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301351|RESOLVED|Firefox|--|FIXED|normal|True
1301354|RESOLVED|Firefox|--|WONTFIX|normal|True
1301355|RESOLVED|Firefox|--|FIXED|normal|True
1301384|VERIFIED|Firefox|--|FIXED|normal|True
1301389|RESOLVED|Firefox|P1|FIXED|normal|True
1301394|NEW|Firefox|P3||normal|True
1301397|VERIFIED|Firefox|--|FIXED|normal|False
1301413|RESOLVED|Firefox|P2|FIXED|normal|True
1301421|RESOLVED|Firefox|P2|FIXED|normal|True
1301435|RESOLVED|Firefox|--|FIXED|normal|True
1301442|RESOLVED|Firefox|--|FIXED|normal|True
1301452|RESOLVED|Firefox|--|FIXED|normal|True
1301460|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301476|RESOLVED|Firefox|--|INVALID|normal|True
1301560|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301569|NEW|Firefox|P3||normal|True
1301577|RESOLVED|Firefox|--|FIXED|normal|True
1301580|RESOLVED|Firefox|P3|DUPLICATE|normal|False
1301588|RESOLVED|Firefox|--|DUPLICATE|normal|True
1301589|RESOLVED|Firefox|P3|INCOMPLETE|normal|True
1301606|RESOLVED|Firefox|--|DUPLICATE|normal|True
1301614|RESOLVED|Firefox|--|INVALID|normal|False
1301616|RESOLVED|Firefox|--|DUPLICATE|normal|True
1301620|RESOLVED|Firefox|--|WORKSFORME|normal|False
1301622|RESOLVED|Firefox|P1|FIXED|normal|True
1301646|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301647|RESOLVED|Firefox|--|WONTFIX|normal|False
1301664|RESOLVED|Firefox|--|INVALID|normal|True
1301668|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301672|UNCONFIRMED|Firefox|--||normal|False
1301681|RESOLVED|Firefox|--|WONTFIX|normal|True
1301696|RESOLVED|Firefox|--|DUPLICATE|enhancement|False
1301697|RESOLVED|Firefox|--|WONTFIX|normal|True
1301708|RESOLVED|Firefox|--|DUPLICATE|normal|True
1301713|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301714|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301734|RESOLVED|Firefox|P2|INCOMPLETE|normal|False
1301736|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1301745|RESOLVED|Firefox|--|WORKSFORME|normal|False
1301755|RESOLVED|Firefox|P4|WORKSFORME|normal|False
1301758|RESOLVED|Firefox|P2|FIXED|normal|True
1301769|UNCONFIRMED|Firefox|--||major|False
1301771|RESOLVED|Firefox|--|WORKSFORME|normal|False
1301772|VERIFIED|Firefox|P1|FIXED|normal|True
1301784|VERIFIED|Firefox|P1|FIXED|normal|True
1301792|RESOLVED|Firefox|--|INVALID|normal|True
1301813|VERIFIED|Firefox|--|FIXED|normal|True
1301830|RESOLVED|Firefox|--|WONTFIX|normal|False
1301851|VERIFIED|Firefox|P1|FIXED|normal|True
1301866|RESOLVED|Firefox|--|WONTFIX|critical|False
1301875|VERIFIED|Firefox|--|WORKSFORME|normal|True
1301891|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1301912|RESOLVED|Firefox|--|INVALID|normal|True
1301918|RESOLVED|Firefox|--|INVALID|normal|False
1301935|RESOLVED|Firefox|--|WORKSFORME|normal|False
1301945|VERIFIED|Firefox|--|FIXED|normal|True
1301946|RESOLVED|Firefox|--|INVALID|normal|False
1301947|RESOLVED|Firefox|P2|DUPLICATE|major|False
1301949|RESOLVED|Firefox|P3|DUPLICATE|normal|False
1301959|RESOLVED|Firefox|--|DUPLICATE|normal|True
1301965|RESOLVED|Firefox|--|INCOMPLETE|critical|True
1301967|RESOLVED|Firefox|--|DUPLICATE|normal|False
1301973|RESOLVED|Firefox|P3|INCOMPLETE|normal|True
1301976|RESOLVED|Firefox|P3|WORKSFORME|normal|True
1301987|RESOLVED|Firefox|--|FIXED|normal|True
1301988|NEW|Firefox|P3||normal|True
1301992|RESOLVED|Firefox|--|WORKSFORME|minor|False
1302004|VERIFIED|Firefox|--|FIXED|normal|True
1302017|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1302023|VERIFIED|Firefox|--|FIXED|normal|True
1302031|RESOLVED|Firefox|--|DUPLICATE|normal|True
1302055|RESOLVED|Firefox|--|DUPLICATE|normal|True
1302069|VERIFIED|Firefox|--|FIXED|normal|True
1302070|RESOLVED|Firefox|--|INVALID|normal|True
1302073|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1302080|RESOLVED|Firefox|--|DUPLICATE|normal|False
1302086|VERIFIED|Firefox|--|FIXED|normal|True
1302088|RESOLVED|Firefox|P2|WONTFIX|normal|True
1302096|RESOLVED|Firefox|--|WORKSFORME|normal|False
1302131|RESOLVED|Firefox|--|WONTFIX|normal|True
1302137|RESOLVED|Firefox|--|WONTFIX|normal|True
1302175|NEW|Firefox|--||normal|True
1302188|NEW|Firefox|P3||enhancement|True
1302218|RESOLVED|Firefox|--|DUPLICATE|normal|True
1302267|RESOLVED|Firefox|--|DUPLICATE|normal|False
1302271|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1302284|UNCONFIRMED|Firefox|P5||enhancement|False
1302286|RESOLVED|Firefox|P1|FIXED|normal|True
1302288|RESOLVED|Firefox|P1|FIXED|normal|True
1302289|RESOLVED|Firefox|--|DUPLICATE|normal|True
1302307|RESOLVED|Firefox|P1|FIXED|normal|True
1302315|NEW|Firefox|P3||normal|True
1302316|NEW|Firefox|P3||normal|True
1302319|RESOLVED|Firefox|--|INCOMPLETE|critical|False
1302323|RESOLVED|Firefox|--|DUPLICATE|normal|False
1302334|NEW|Firefox|P3||major|True
1302347|RESOLVED|Firefox|--|WONTFIX|normal|True
1302355|RESOLVED|Firefox|P3|FIXED|normal|True
1302405|RESOLVED|Firefox|P3|FIXED|normal|True
1302468|RESOLVED|Firefox|P3|FIXED|normal|True
1302473|RESOLVED|Firefox|--|WONTFIX|normal|True
1302484|NEW|Firefox|P5||normal|True
1302548|RESOLVED|Firefox|--|WORKSFORME|normal|False
1302553|RESOLVED|Firefox|--|DUPLICATE|major|False
1302557|RESOLVED|Firefox|--|INVALID|normal|True
1302565|RESOLVED|Firefox|--|WORKSFORME|normal|False
1302581|RESOLVED|Firefox|--|INVALID|normal|False
1302584|RESOLVED|Firefox|--|INVALID|normal|False
1302603|RESOLVED|Firefox|--|DUPLICATE|normal|True
1302609|RESOLVED|Firefox|--|WONTFIX|normal|True
1302610|RESOLVED|Firefox|--|WONTFIX|normal|True
1302615|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1302628|RESOLVED|Firefox|--|INVALID|normal|True
1302638|RESOLVED|Firefox|--|INVALID|normal|False
1302643|RESOLVED|Firefox|P1|INVALID|normal|True
1302646|RESOLVED|Firefox|--|FIXED|normal|True
1302647|RESOLVED|Firefox|--|WONTFIX|normal|True
1302657|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1302661|VERIFIED|Firefox|P3|FIXED|minor|True
1302677|VERIFIED|Firefox|--|DUPLICATE|major|False
1302725|RESOLVED|Firefox|--|FIXED|normal|True
1302727|RESOLVED|Firefox|--|FIXED|normal|True
1302733|VERIFIED|Firefox|--|FIXED|normal|True
1302738|RESOLVED|Firefox|--|FIXED|trivial|True
1302741|RESOLVED|Firefox|--|DUPLICATE|normal|False
1302744|RESOLVED|Firefox|--|FIXED|normal|True
1302750|NEW|Firefox|P3||normal|True
1302759|RESOLVED|Firefox|--|FIXED|normal|True
1302791|RESOLVED|Firefox|P2|INVALID|normal|True
1302797|NEW|Firefox|P3||normal|True
1302846|RESOLVED|Firefox|--|FIXED|normal|True
1302847|RESOLVED|Firefox|--|DUPLICATE|normal|False
1302868|RESOLVED|Firefox|--|WORKSFORME|normal|False
1302952|RESOLVED|Firefox|--|FIXED|normal|True
1302976|NEW|Firefox|--||normal|True
1302984|RESOLVED|Firefox|--|FIXED|normal|True
1303007|RESOLVED|Firefox|--|INVALID|normal|True
1303014|RESOLVED|Firefox|--|DUPLICATE|normal|False
1303017|RESOLVED|Firefox|--|INVALID|normal|False
1303022|VERIFIED|Firefox|--|FIXED|normal|True
1303032|RESOLVED|Firefox|--|INVALID|normal|True
1303034|RESOLVED|Firefox|--|INVALID|normal|True
1303059|RESOLVED|Firefox|--|DUPLICATE|normal|False
1303075|NEW|Firefox|P3||normal|True
1303077|RESOLVED|Firefox|P2|DUPLICATE|normal|True
1303082|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1303108|NEW|Firefox|P3||normal|True
1303145|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1303185|RESOLVED|Firefox|--|DUPLICATE|normal|False
1303188|RESOLVED|Firefox|--|INVALID|normal|False
1303218|RESOLVED|Firefox|--|WORKSFORME|normal|False
1303228|RESOLVED|Firefox|--|FIXED|normal|True
1303258|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1303259|VERIFIED|Firefox|--|FIXED|normal|True
1303278|NEW|Firefox|P3||normal|True
1303284|NEW|Firefox|P3||normal|True
1303286|NEW|Firefox|P3||normal|True
1303289|RESOLVED|Firefox|--|INVALID|normal|True
1303291|RESOLVED|Firefox|P2|FIXED|normal|True
1303294|RESOLVED|Firefox|--|DUPLICATE|normal|True
1303298|RESOLVED|Firefox|P2|FIXED|normal|True
1303318|RESOLVED|Firefox|--|INVALID|normal|True
1303327|NEW|Firefox|--||normal|True
1303330|RESOLVED|Firefox|--|WONTFIX|normal|True
1303339|VERIFIED|Firefox|P1|FIXED|normal|True
1303344|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1303366|NEW|Firefox|P3||normal|True
1303376|UNCONFIRMED|Firefox|P3||normal|False
1303380|RESOLVED|Firefox|--|FIXED|normal|True
1303421|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1303459|RESOLVED|Firefox|--|WORKSFORME|normal|False
1303462|RESOLVED|Firefox|P2|FIXED|normal|True
1303464|RESOLVED|Firefox|--|INVALID|normal|False
1303479|RESOLVED|Firefox|--|FIXED|normal|True
1303488|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1303520|RESOLVED|Firefox|--|WONTFIX|enhancement|False
1303521|NEW|Firefox|P3||normal|True
1303525|RESOLVED|Firefox|--|FIXED|normal|True
1303536|RESOLVED|Firefox|--|INVALID|normal|False
1303538|RESOLVED|Firefox|--|WORKSFORME|normal|False
1303549|RESOLVED|Firefox|P3|INCOMPLETE|normal|True
1303582|RESOLVED|Firefox|--|DUPLICATE|normal|False
1303594|RESOLVED|Firefox|--|DUPLICATE|normal|False
1303599|RESOLVED|Firefox|P3|INCOMPLETE|normal|True
1303609|RESOLVED|Firefox|--|INVALID|normal|True
1303625|RESOLVED|Firefox|--|FIXED|normal|True
1303650|RESOLVED|Firefox|--|DUPLICATE|normal|False
1303651|RESOLVED|Firefox|--|FIXED|normal|True
1303652|RESOLVED|Firefox|--|INVALID|normal|False
1303677|RESOLVED|Firefox|P1|DUPLICATE|normal|True
1303679|RESOLVED|Firefox|P1|FIXED|normal|True
1303692|RESOLVED|Firefox|--|INVALID|normal|False
1303694|RESOLVED|Firefox|--|DUPLICATE|normal|False
1303695|RESOLVED|Firefox|P1|DUPLICATE|normal|True
1303727|VERIFIED|Firefox|P5|FIXED|normal|True
1303739|NEW|Firefox|P5||normal|True
1303771|RESOLVED|Firefox|--|DUPLICATE|normal|False
1303781|RESOLVED|Firefox|P1|FIXED|normal|True
1303789|RESOLVED|Firefox|--|INVALID|normal|False
1303811|RESOLVED|Firefox|P1|FIXED|blocker|True
1303829|RESOLVED|Firefox|--|WORKSFORME|normal|False
1303831|RESOLVED|Firefox|P1|FIXED|normal|True
1303835|NEW|Firefox|P3||normal|True
1303875|RESOLVED|Firefox|--|WORKSFORME|normal|False
1303876|NEW|Firefox|--||normal|True
1303913|RESOLVED|Firefox|P3|WORKSFORME|normal|True
1303939|RESOLVED|Firefox|--|DUPLICATE|normal|True
1303977|NEW|Firefox|--||normal|True
1303978|RESOLVED|Firefox|--|INVALID|major|False
1303997|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1304027|VERIFIED|Firefox|P1|FIXED|normal|True
1304036|RESOLVED|Firefox|--|DUPLICATE|normal|False
1304113|RESOLVED|Firefox|P1|FIXED|normal|True
1304138|RESOLVED|Firefox|--|WONTFIX|normal|True
1304142|VERIFIED|Firefox|--|FIXED|normal|True
1304151|RESOLVED|Firefox|--|FIXED|normal|True
1304175|RESOLVED|Firefox|P3|INCOMPLETE|normal|True
1304197|RESOLVED|Firefox|--|FIXED|normal|True
1304304|NEW|Firefox|P3||normal|True
1304307|RESOLVED|Firefox|--|DUPLICATE|normal|False
1304312|RESOLVED|Firefox|--|DUPLICATE|normal|False
1304321|RESOLVED|Firefox|--|DUPLICATE|major|True
1304324|RESOLVED|Firefox|--|WORKSFORME|normal|False
1304326|RESOLVED|Firefox|--|INCOMPLETE|minor|False
1304340|RESOLVED|Firefox|--|DUPLICATE|normal|True
1304341|RESOLVED|Firefox|P2|FIXED|normal|True
1304343|RESOLVED|Firefox|P2|FIXED|normal|True
1304344|NEW|Firefox|P3||normal|True
1304351|RESOLVED|Firefox|--|FIXED|normal|True
1304357|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1304359|RESOLVED|Firefox|--|FIXED|normal|True
1304363|RESOLVED|Firefox|--|FIXED|normal|True
1304367|RESOLVED|Firefox|--|INVALID|normal|False
1304432|RESOLVED|Firefox|P3|FIXED|normal|True
1304447|RESOLVED|Firefox|--|WORKSFORME|normal|False
1304467|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
1304527|NEW|Firefox|--||normal|True
1304532|RESOLVED|Firefox|P1|FIXED|normal|True
1304534|RESOLVED|Firefox|P1|FIXED|normal|True
1304608|RESOLVED|Firefox|--|INVALID|normal|False
1304609|RESOLVED|Firefox|--|DUPLICATE|normal|False
1304616|NEW|Firefox|--||normal|True
1304617|VERIFIED|Firefox|P2|FIXED|normal|True
1304628|RESOLVED|Firefox|--|FIXED|normal|True
1304635|NEW|Firefox|P3||normal|True
1304644|RESOLVED|Firefox|--|DUPLICATE|normal|False
1304666|NEW|Firefox|P3||normal|True
1304671|RESOLVED|Firefox|--|DUPLICATE|critical|False
1304680|RESOLVED|Firefox|--|FIXED|normal|True
1304708|RESOLVED|Firefox|--|FIXED|normal|True
1304742|RESOLVED|Firefox|--|FIXED|normal|True
1304757|RESOLVED|Firefox|--|FIXED|normal|True
1304803|NEW|Firefox|--||normal|True
1304826|VERIFIED|Firefox|--|FIXED|minor|True
1304830|RESOLVED|Firefox|--|FIXED|normal|True
1304865|RESOLVED|Firefox|--|FIXED|normal|True
1304874|RESOLVED|Firefox|--|FIXED|normal|True
1304877|RESOLVED|Firefox|--|DUPLICATE|normal|True
1304896|NEW|Firefox|P3||normal|True
1304898|RESOLVED|Firefox|P3|FIXED|normal|True
1304931|NEW|Firefox|P3||normal|True
1304953|RESOLVED|Firefox|--|WORKSFORME|normal|False
1304954|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1304957|RESOLVED|Firefox|P1|INVALID|normal|False
1304958|RESOLVED|Firefox|P1|INVALID|normal|False
1304963|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1304973|RESOLVED|Firefox|P3|FIXED|normal|True
1304977|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1304979|RESOLVED|Firefox|--|FIXED|normal|True
1304996|RESOLVED|Firefox|--|DUPLICATE|critical|False
1304997|NEW|Firefox|--||normal|True
1305020|RESOLVED|Firefox|--|DUPLICATE|normal|False
1305046|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1305055|RESOLVED|Firefox|--|DUPLICATE|normal|False
1305073|RESOLVED|Firefox|--|INVALID|normal|False
1305075|RESOLVED|Firefox|--|FIXED|normal|True
1305083|RESOLVED|Firefox|--|WORKSFORME|normal|False
1305108|RESOLVED|Firefox|--|DUPLICATE|normal|True
1305128|RESOLVED|Firefox|--|WONTFIX|normal|False
1305150|RESOLVED|Firefox|--|FIXED|normal|True
1305164|RESOLVED|Firefox|--|DUPLICATE|normal|True
1305177|NEW|Firefox|P2||normal|True
1305195|VERIFIED|Firefox|P3|FIXED|normal|True
1305200|RESOLVED|Firefox|--|INVALID|normal|False
1305203|RESOLVED|Firefox|--|DUPLICATE|normal|True
1305226|RESOLVED|Firefox|--|WONTFIX|normal|True
1305239|RESOLVED|Firefox|--|DUPLICATE|normal|False
1305252|RESOLVED|Firefox|--|DUPLICATE|major|False
1305265|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1305266|RESOLVED|Firefox|--|WORKSFORME|normal|False
1305272|RESOLVED|Firefox|--|DUPLICATE|normal|True
1305276|RESOLVED|Firefox|--|WORKSFORME|normal|False
1305283|RESOLVED|Firefox|--|DUPLICATE|normal|False
1305286|RESOLVED|Firefox|--|INVALID|normal|False
1305295|RESOLVED|Firefox|--|INVALID|normal|False
1305301|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1305308|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1305319|RESOLVED|Firefox|--|WONTFIX|enhancement|True
1305324|RESOLVED|Firefox|--|DUPLICATE|normal|False
1305330|RESOLVED|Firefox|--|INCOMPLETE|critical|True
1305334|RESOLVED|Firefox|--|DUPLICATE|normal|False
1305392|RESOLVED|Firefox|--|INVALID|normal|False
1305407|RESOLVED|Firefox|--|FIXED|normal|True
1305408|RESOLVED|Firefox|--|DUPLICATE|normal|False
1305410|RESOLVED|Firefox|--|INVALID|normal|False
1305414|RESOLVED|Firefox|--|INVALID|normal|False
1305440|RESOLVED|Firefox|--|WORKSFORME|normal|False
1305444|RESOLVED|Firefox|--|FIXED|normal|True
1305447|RESOLVED|Firefox|--|DUPLICATE|normal|True
1305453|VERIFIED|Firefox|--|FIXED|normal|True
1305456|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1305471|RESOLVED|Firefox|P3|DUPLICATE|normal|False
1305497|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1305523|RESOLVED|Firefox|--|WORKSFORME|normal|False
1305563|RESOLVED|Firefox|P1|FIXED|normal|True
1305578|RESOLVED|Firefox|P2|FIXED|normal|False
1305584|RESOLVED|Firefox|--|DUPLICATE|normal|False
1305614|RESOLVED|Firefox|--|INVALID|normal|False
1305632|RESOLVED|Firefox|--|WORKSFORME|normal|True
1305645|RESOLVED|Firefox|P1|FIXED|normal|True
1305652|RESOLVED|Firefox|--|WONTFIX|normal|False
1305676|RESOLVED|Firefox|P3|FIXED|normal|True
1305688|RESOLVED|Firefox|--|INVALID|normal|False
1305712|RESOLVED|Firefox|--|INVALID|normal|True
1305726|RESOLVED|Firefox|--|DUPLICATE|normal|True
1305737|RESOLVED|Firefox|P1|FIXED|normal|True
1305741|RESOLVED|Firefox|--|DUPLICATE|normal|False
1305770|VERIFIED|Firefox|--|FIXED|normal|True
1305789|RESOLVED|Firefox|P5|WONTFIX|normal|False
1305794|RESOLVED|Firefox|P4|FIXED|normal|True
1305825|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1305831|RESOLVED|Firefox|--|WONTFIX|normal|False
1305858|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1305878|RESOLVED|Firefox|--|WONTFIX|normal|True
1305920|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1305929|NEW|Firefox|P3||normal|True
1305940|RESOLVED|Firefox|--|DUPLICATE|normal|False
1305950|RESOLVED|Firefox|--|FIXED|normal|True
1305971|RESOLVED|Firefox|--|DUPLICATE|normal|False
1306000|RESOLVED|Firefox|--|DUPLICATE|normal|True
1306016|RESOLVED|Firefox|--|WONTFIX|normal|False
1306045|NEW|Firefox|--||normal|True
1306077|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1306105|RESOLVED|Firefox|--|DUPLICATE|normal|False
1306169|RESOLVED|Firefox|--|DUPLICATE|normal|True
1306218|RESOLVED|Firefox|--|DUPLICATE|normal|True
1306264|RESOLVED|Firefox|--|FIXED|normal|True
1306270|NEW|Firefox|P3||normal|True
1306277|RESOLVED|Firefox|--|INCOMPLETE|critical|False
1306287|RESOLVED|Firefox|--|INVALID|normal|False
1306308|VERIFIED|Firefox|P1|FIXED|normal|True
1306309|NEW|Firefox|P3||normal|True
1306335|NEW|Firefox|P3||normal|True
1306336|NEW|Firefox|P3||normal|True
1306338|NEW|Firefox|P3||normal|True
1306339|NEW|Firefox|P3||normal|True
1306341|NEW|Firefox|P3||normal|True
1306343|NEW|Firefox|P3||normal|True
1306344|NEW|Firefox|P3||normal|True
1306347|NEW|Firefox|P3||normal|True
1306348|NEW|Firefox|P5||normal|True
1306349|NEW|Firefox|P5||normal|True
1306351|NEW|Firefox|P3||normal|True
1306352|NEW|Firefox|P3||normal|True
1306354|NEW|Firefox|P3||normal|True
1306355|NEW|Firefox|P3||normal|True
1306377|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1306381|NEW|Firefox|P5||normal|True
1306392|RESOLVED|Firefox|--|WONTFIX|normal|True
1306396|VERIFIED|Firefox|--|INVALID|normal|False
1306398|RESOLVED|Firefox|P3|INCOMPLETE|normal|True
1306464|RESOLVED|Firefox|--|WORKSFORME|normal|True
1306466|RESOLVED|Firefox|--|FIXED|normal|True
1306522|RESOLVED|Firefox|--|FIXED|normal|True
1306536|RESOLVED|Firefox|--|FIXED|normal|True
1306561|REOPENED|Firefox|--||normal|True
1306581|RESOLVED|Firefox|--|FIXED|normal|False
1306584|RESOLVED|Firefox|--|FIXED|normal|True
1306639|VERIFIED|Firefox|P1|FIXED|normal|True
1306666|RESOLVED|Firefox|--|WORKSFORME|normal|True
1306688|RESOLVED|Firefox|--|DUPLICATE|normal|False
1306773|RESOLVED|Firefox|--|DUPLICATE|normal|True
1306838|RESOLVED|Firefox|--|WONTFIX|critical|True
1306847|RESOLVED|Firefox|--|INVALID|normal|True
1306853|RESOLVED|Firefox|--|INVALID|normal|True
1306855|RESOLVED|Firefox|--|WONTFIX|normal|False
1306877|UNCONFIRMED|Firefox|P5||enhancement|False
1306938|RESOLVED|Firefox|--|INVALID|normal|False
1306950|RESOLVED|Firefox|--|WORKSFORME|normal|False
1306951|NEW|Firefox|--||normal|True
1306965|RESOLVED|Firefox|--|WORKSFORME|normal|False
1306973|RESOLVED|Firefox|--|DUPLICATE|normal|False
1306981|RESOLVED|Firefox|--|WORKSFORME|normal|False
1306982|RESOLVED|Firefox|--|WORKSFORME|critical|False
1306994|RESOLVED|Firefox|--|WONTFIX|enhancement|False
1306996|RESOLVED|Firefox|--|WORKSFORME|normal|False
1307000|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1307006|RESOLVED|Firefox|--|DUPLICATE|normal|False
1307008|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1307011|RESOLVED|Firefox|--|WORKSFORME|normal|False
1307015|RESOLVED|Firefox|--|FIXED|normal|True
1307020|RESOLVED|Firefox|--|DUPLICATE|normal|False
1307032|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1307036|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1307064|RESOLVED|Firefox|P3|FIXED|normal|True
1307067|NEW|Firefox|P3||normal|True
1307072|NEW|Firefox|--||normal|True
1307086|RESOLVED|Firefox|--|WONTFIX|normal|False
1307125|NEW|Firefox|--||normal|True
1307132|RESOLVED|Firefox|--|FIXED|normal|True
1307182|RESOLVED|Firefox|--|WORKSFORME|normal|False
1307183|RESOLVED|Firefox|--|INVALID|normal|False
1307245|RESOLVED|Firefox|--|INVALID|normal|False
1307264|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1307272|RESOLVED|Firefox|--|WONTFIX|normal|True
1307291|UNCONFIRMED|Firefox|--||normal|False
1307303|RESOLVED|Firefox|--|INVALID|normal|False
1307316|RESOLVED|Firefox|--|FIXED|normal|True
1307320|NEW|Firefox|P3||normal|True
1307325|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1307335|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1307336|RESOLVED|Firefox|--|WONTFIX|normal|True
1307345|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1307382|RESOLVED|Firefox|--|FIXED|normal|True
1307403|RESOLVED|Firefox|--|INCOMPLETE|critical|False
1307422|RESOLVED|Firefox|--|INCOMPLETE|normal|True
1307428|RESOLVED|Firefox|--|DUPLICATE|normal|True
1307439|RESOLVED|Firefox|--|DUPLICATE|normal|True
1307454|RESOLVED|Firefox|--|DUPLICATE|critical|False
1307463|RESOLVED|Firefox|--|DUPLICATE|normal|False
1307492|RESOLVED|Firefox|--|WONTFIX|normal|True
1307514|RESOLVED|Firefox|--|WONTFIX|normal|True
1307585|RESOLVED|Firefox|--|INVALID|normal|False
1307594|RESOLVED|Firefox|--|WONTFIX|normal|False
1307597|RESOLVED|Firefox|--|DUPLICATE|normal|False
1307617|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1307637|RESOLVED|Firefox|--|WORKSFORME|normal|False
1307648|RESOLVED|Firefox|--|DUPLICATE|normal|False
1307676|RESOLVED|Firefox|P3|FIXED|normal|True
1307687|RESOLVED|Firefox|P1|FIXED|normal|True
1307716|RESOLVED|Firefox|P1|INVALID|major|False
1307769|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1307776|RESOLVED|Firefox|--|FIXED|normal|False
1307847|RESOLVED|Firefox|--|INVALID|normal|False
1307862|RESOLVED|Firefox|--|INVALID|normal|True
1307901|RESOLVED|Firefox|--|FIXED|normal|True
1308021|RESOLVED|Firefox|--|FIXED|normal|True
1308033|RESOLVED|Firefox|--|INCOMPLETE|normal|False
1308061|RESOLVED|Firefox|P2|FIXED|normal|True
1308111|RESOLVED|Firefox|--|INACTIVE|major|True
1308112|RESOLVED|Firefox|--|WONTFIX|major|True
1308124|RESOLVED|Firefox|--|DUPLICATE|normal|False
1308180|RESOLVED|Firefox|--|DUPLICATE|critical|False
1308189|RESOLVED|Firefox|--|WONTFIX|normal|True
