Bug_Number|Status|Product|Priority|Resolution|Severity|Is_Confirmed
568518|RESOLVED|Firefox|--|FIXED|normal|True
568569|RESOLVED|Firefox|P5|DUPLICATE|normal|True
568628|RESOLVED|Firefox|--|DUPLICATE|minor|True
568653|VERIFIED|Firefox|--|FIXED|enhancement|True
568662|RESOLVED|Firefox|--|INVALID|minor|True
568677|RESOLVED|Firefox|--|FIXED|normal|True
568707|RESOLVED|Firefox|--|FIXED|normal|True
568721|RESOLVED|Firefox|P2|DUPLICATE|major|True
568735|RESOLVED|Firefox|--|DUPLICATE|normal|True
568794|UNCONFIRMED|Firefox|--||enhancement|False
568960|RESOLVED|Firefox|--|INACTIVE|normal|True
569003|UNCONFIRMED|Firefox|--||normal|False
569063|UNCONFIRMED|Firefox|--||major|False
569069|RESOLVED|Firefox|--|INACTIVE|normal|True
569103|RESOLVED|Firefox|--|INVALID|normal|True
569228|RESOLVED|Firefox|--|WONTFIX|normal|True
569295|RESOLVED|Firefox|P1|FIXED|normal|True
569366|RESOLVED|Firefox|--|WONTFIX|normal|True
569428|VERIFIED|Firefox|--|FIXED|normal|True
569455|VERIFIED|Firefox|--|FIXED|normal|True
569501|RESOLVED|Firefox|--|WONTFIX|minor|True
569627|RESOLVED|Firefox|P2|FIXED|minor|True
569730|RESOLVED|Firefox|--|FIXED|normal|True
569744|RESOLVED|Firefox|--|FIXED|normal|True
569746|RESOLVED|Firefox|--|FIXED|normal|True
569816|RESOLVED|Firefox|--|INACTIVE|enhancement|True
569830|RESOLVED|Firefox|--|FIXED|enhancement|True
569968|RESOLVED|Firefox|--|FIXED|normal|True
570086|RESOLVED|Firefox|--|DUPLICATE|normal|True
570104|RESOLVED|Firefox|--|WONTFIX|enhancement|True
570122|UNCONFIRMED|Firefox|--||normal|False
570123|RESOLVED|Firefox|--|DUPLICATE|minor|True
570137|RESOLVED|Firefox|--|FIXED|normal|True
570140|RESOLVED|Firefox|--|WORKSFORME|normal|True
570152|RESOLVED|Firefox|--|FIXED|normal|True
570180|RESOLVED|Firefox|--|FIXED|normal|True
570444|RESOLVED|Firefox|--|WORKSFORME|normal|True
570525|RESOLVED|Firefox|--|FIXED|normal|True
570531|RESOLVED|Firefox|--|INACTIVE|normal|False
570572|RESOLVED|Firefox|--|DUPLICATE|normal|True
570573|RESOLVED|Firefox|--|FIXED|normal|True
570619|RESOLVED|Firefox|--|WONTFIX|normal|True
570634|RESOLVED|Firefox|--|DUPLICATE|normal|True
570635|RESOLVED|Firefox|--|FIXED|normal|True
570636|RESOLVED|Firefox|--|FIXED|normal|True
570831|RESOLVED|Firefox|--|DUPLICATE|minor|True
570844|RESOLVED|Firefox|--|DUPLICATE|normal|True
570938|NEW|Firefox|--||major|True
570957|RESOLVED|Firefox|--|FIXED|normal|True
571147|RESOLVED|Firefox|P5|INVALID|normal|True
571404|RESOLVED|Firefox|--|WORKSFORME|normal|True
571435|RESOLVED|Firefox|--|DUPLICATE|minor|False
571467|RESOLVED|Firefox|--|INVALID|normal|False
571594|RESOLVED|Firefox|--|DUPLICATE|normal|True
571664|NEW|Firefox|--||enhancement|True
571902|RESOLVED|Firefox|--|FIXED|normal|True
571958|RESOLVED|Firefox|--|FIXED|normal|True
572114|VERIFIED|Firefox|--|DUPLICATE|enhancement|False
572116|RESOLVED|Firefox|P5|WORKSFORME|trivial|True
572216|RESOLVED|Firefox|--|DUPLICATE|normal|True
572257|RESOLVED|Firefox|--|DUPLICATE|normal|False
572398|RESOLVED|Firefox|--|WONTFIX|enhancement|True
572436|RESOLVED|Firefox|--|FIXED|normal|True
572468|RESOLVED|Firefox|--|INCOMPLETE|minor|False
572484|RESOLVED|Firefox|--|WONTFIX|enhancement|True
572536|RESOLVED|Firefox|--|FIXED|normal|True
572541|VERIFIED|Firefox|--|FIXED|normal|True
572562|RESOLVED|Firefox|--|INACTIVE|minor|True
572803|NEW|Firefox|--||normal|True
572970|RESOLVED|Firefox|--|FIXED|normal|True
573001|RESOLVED|Firefox|--|FIXED|normal|True
573015|RESOLVED|Firefox|--|FIXED|normal|True
573107|RESOLVED|Firefox|--|WONTFIX|normal|True
573108|RESOLVED|Firefox|--|FIXED|normal|True
573160|RESOLVED|Firefox|P4|WORKSFORME|normal|True
573164|RESOLVED|Firefox|--|FIXED|normal|True
573194|RESOLVED|Firefox|--|FIXED|normal|True
573213|RESOLVED|Firefox|--|WORKSFORME|normal|True
573223|RESOLVED|Firefox|--|INACTIVE|normal|True
573273|UNCONFIRMED|Firefox|--||normal|False
573359|RESOLVED|Firefox|--|DUPLICATE|normal|False
573532|RESOLVED|Firefox|--|FIXED|normal|True
573632|RESOLVED|Firefox|--|FIXED|normal|True
573668|RESOLVED|Firefox|--|FIXED|normal|True
573679|RESOLVED|Firefox|--|FIXED|normal|True
573691|RESOLVED|Firefox|--|FIXED|normal|True
573693|RESOLVED|Firefox|--|INCOMPLETE|normal|False
573702|RESOLVED|Firefox|--|INACTIVE|normal|True
573740|RESOLVED|Firefox|--|FIXED|normal|True
573842|RESOLVED|Firefox|--|FIXED|normal|True
573870|RESOLVED|Firefox|--|FIXED|normal|True
573899|RESOLVED|Firefox|--|FIXED|normal|True
573943|RESOLVED|Firefox|P5|FIXED|trivial|True
574007|RESOLVED|Firefox|--|WORKSFORME|normal|True
574085|RESOLVED|Firefox|--|DUPLICATE|critical|False
574105|RESOLVED|Firefox|--|INVALID|major|False
574168|RESOLVED|Firefox|--|WONTFIX|normal|True
574215|RESOLVED|Firefox|--|INCOMPLETE|critical|True
574380|RESOLVED|Firefox|P2|FIXED|normal|True
574385|NEW|Firefox|--||normal|True
574411|RESOLVED|Firefox|--|WONTFIX|major|False
574460|RESOLVED|Firefox|--|FIXED|normal|True
574589|UNCONFIRMED|Firefox|--||minor|False
574667|RESOLVED|Firefox|--|INCOMPLETE|major|False
574688|VERIFIED|Firefox|P1|FIXED|normal|True
574692|UNCONFIRMED|Firefox|--||normal|False
574938|RESOLVED|Firefox|--|INCOMPLETE|normal|False
574949|RESOLVED|Firefox|--|WORKSFORME|critical|False
574987|RESOLVED|Firefox|--|INVALID|normal|False
575050|RESOLVED|Firefox|--|WONTFIX|major|False
575061|RESOLVED|Firefox|--|INACTIVE|major|False
575065|RESOLVED|Firefox|--|DUPLICATE|enhancement|False
575165|UNCONFIRMED|Firefox|--||normal|False
575171|RESOLVED|Firefox|--|INACTIVE|normal|True
575198|UNCONFIRMED|Firefox|--||normal|False
575238|RESOLVED|Firefox|--|DUPLICATE|normal|False
575248|VERIFIED|Firefox|--|FIXED|major|True
575254|RESOLVED|Firefox|P1|DUPLICATE|normal|True
575258|RESOLVED|Firefox|P1|WONTFIX|normal|True
575268|RESOLVED|Firefox|--|INCOMPLETE|normal|False
575279|RESOLVED|Firefox|--|WONTFIX|normal|True
575341|RESOLVED|Firefox|--|WONTFIX|normal|True
575423|RESOLVED|Firefox|--|FIXED|normal|True
575528|RESOLVED|Firefox|P5|INVALID|critical|False
575601|RESOLVED|Firefox|--|WONTFIX|normal|True
575604|VERIFIED|Firefox|--|FIXED|normal|True
575606|RESOLVED|Firefox|--|WORKSFORME|normal|True
575666|RESOLVED|Firefox|--|FIXED|blocker|True
575758|RESOLVED|Firefox|--|DUPLICATE|normal|True
575764|RESOLVED|Firefox|--|WORKSFORME|normal|True
575771|RESOLVED|Firefox|--|FIXED|normal|True
575780|RESOLVED|Firefox|--|DUPLICATE|normal|True
575811|RESOLVED|Firefox|--|FIXED|normal|True
575902|RESOLVED|Firefox|--|INVALID|normal|True
575904|RESOLVED|Firefox|--|WONTFIX|normal|True
575941|NEW|Firefox|--||trivial|True
575964|RESOLVED|Firefox|--|DUPLICATE|normal|False
576039|UNCONFIRMED|Firefox|--||enhancement|False
576084|RESOLVED|Firefox|--|FIXED|normal|True
576120|RESOLVED|Firefox|--|DUPLICATE|enhancement|False
576133|UNCONFIRMED|Firefox|--||enhancement|False
576142|RESOLVED|Firefox|--|WORKSFORME|major|True
576160|RESOLVED|Firefox|--|WORKSFORME|normal|False
576176|RESOLVED|Firefox|--|DUPLICATE|normal|False
576270|RESOLVED|Firefox|--|DUPLICATE|enhancement|False
576379|RESOLVED|Firefox|--|DUPLICATE|normal|False
576405|RESOLVED|Firefox|--|INACTIVE|normal|True
576464|RESOLVED|Firefox|--|INCOMPLETE|normal|True
576512|RESOLVED|Firefox|--|WORKSFORME|enhancement|False
576527|UNCONFIRMED|Firefox|--||normal|False
576554|RESOLVED|Firefox|--|FIXED|normal|True
576646|RESOLVED|Firefox|--|WONTFIX|normal|False
576651|RESOLVED|Firefox|--|INCOMPLETE|normal|False
576689|RESOLVED|Firefox|--|DUPLICATE|normal|True
576808|UNCONFIRMED|Firefox|--||major|False
576870|UNCONFIRMED|Firefox|--||minor|False
576889|UNCONFIRMED|Firefox|--||major|False
576975|RESOLVED|Firefox|--|WORKSFORME|normal|False
576982|UNCONFIRMED|Firefox|--||normal|False
577055|UNCONFIRMED|Firefox|--||normal|False
577079|UNCONFIRMED|Firefox|--||normal|False
577082|RESOLVED|Firefox|--|INACTIVE|enhancement|False
577103|RESOLVED|Firefox|--|INVALID|normal|False
577151|NEW|Firefox|--||normal|True
577171|RESOLVED|Firefox|--|INVALID|normal|True
577185|VERIFIED|Firefox|--|DUPLICATE|normal|False
577226|RESOLVED|Firefox|--|WONTFIX|normal|True
577296|RESOLVED|Firefox|--|WONTFIX|major|False
577314|RESOLVED|Firefox|--|DUPLICATE|normal|False
577349|VERIFIED|Firefox|--|FIXED|critical|True
577352|RESOLVED|Firefox|--|DUPLICATE|normal|True
577354|RESOLVED|Firefox|--|DUPLICATE|trivial|True
577383|RESOLVED|Firefox|--|FIXED|normal|True
577467|UNCONFIRMED|Firefox|--||minor|False
577497|RESOLVED|Firefox|--|INVALID|normal|False
577529|RESOLVED|Firefox|--|INVALID|normal|False
577530|RESOLVED|Firefox|--|WONTFIX|enhancement|False
577565|RESOLVED|Firefox|P2|FIXED|trivial|True
577593|RESOLVED|Firefox|--|WORKSFORME|normal|True
577608|VERIFIED|Firefox|--|FIXED|normal|True
577628|RESOLVED|Firefox|--|WONTFIX|normal|True
577788|RESOLVED|Firefox|--|INCOMPLETE|enhancement|True
577804|RESOLVED|Firefox|--|INCOMPLETE|major|False
577836|UNCONFIRMED|Firefox|--||normal|False
577861|RESOLVED|Firefox|--|DUPLICATE|normal|True
577863|NEW|Firefox|--||normal|True
577868|NEW|Firefox|--||critical|True
577980|UNCONFIRMED|Firefox|--||normal|False
578136|NEW|Firefox|P5||minor|True
578181|NEW|Firefox|--||normal|True
578195|RESOLVED|Firefox|P3|FIXED|normal|True
578281|RESOLVED|Firefox|--|FIXED|critical|True
578321|RESOLVED|Firefox|--|DUPLICATE|normal|False
578347|RESOLVED|Firefox|--|WORKSFORME|normal|False
578408|UNCONFIRMED|Firefox|--||enhancement|False
578436|RESOLVED|Firefox|--|DUPLICATE|normal|True
578644|VERIFIED|Firefox|--|WONTFIX|normal|False
578645|VERIFIED|Firefox|--|DUPLICATE|normal|False
578671|RESOLVED|Firefox|--|FIXED|normal|True
578694|NEW|Firefox|P5||normal|True
578737|RESOLVED|Firefox|--|INCOMPLETE|normal|False
578825|RESOLVED|Firefox|--|FIXED|normal|True
578835|RESOLVED|Firefox|--|FIXED|normal|True
579163|RESOLVED|Firefox|--|WONTFIX|normal|True
579169|RESOLVED|Firefox|--|INCOMPLETE|normal|True
579194|RESOLVED|Firefox|--|WORKSFORME|normal|True
579204|RESOLVED|Firefox|--|WORKSFORME|normal|True
579209|RESOLVED|Firefox|--|FIXED|normal|True
579217|RESOLVED|Firefox|--|INCOMPLETE|normal|True
579254|UNCONFIRMED|Firefox|--||normal|False
579290|UNCONFIRMED|Firefox|--||normal|False
579314|RESOLVED|Firefox|--|DUPLICATE|enhancement|True
579347|RESOLVED|Firefox|P3|FIXED|normal|True
579380|UNCONFIRMED|Firefox|--||normal|False
579388|RESOLVED|Firefox|--|FIXED|normal|True
579510|VERIFIED|Firefox|--|FIXED|normal|True
579525|RESOLVED|Firefox|--|DUPLICATE|normal|False
579603|RESOLVED|Firefox|--|DUPLICATE|normal|False
579604|RESOLVED|Firefox|--|FIXED|normal|True
579627|NEW|Firefox|P5||enhancement|True
579629|NEW|Firefox|--||normal|True
579631|RESOLVED|Firefox|--|DUPLICATE|enhancement|False
579681|RESOLVED|Firefox|--|WORKSFORME|enhancement|False
579699|RESOLVED|Firefox|--|WORKSFORME|trivial|True
579714|NEW|Firefox|--||critical|True
579716|RESOLVED|Firefox|--|WORKSFORME|normal|True
579720|VERIFIED|Firefox|--|FIXED|normal|True
579827|RESOLVED|Firefox|--|DUPLICATE|normal|False
579837|VERIFIED|Firefox|--|FIXED|minor|True
579854|RESOLVED|Firefox|--|DUPLICATE|trivial|False
579873|NEW|Firefox|--||normal|True
579874|NEW|Firefox|--||normal|True
579938|RESOLVED|Firefox|--|WORKSFORME|normal|True
579961|RESOLVED|Firefox|--|INACTIVE|normal|True
579990|NEW|Firefox|--||normal|True
579999|NEW|Firefox|--||normal|True
580003|NEW|Firefox|--||normal|True
580006|NEW|Firefox|--||normal|True
580042|RESOLVED|Firefox|--|WONTFIX|normal|True
580046|NEW|Firefox|--||normal|True
580050|RESOLVED|Firefox|--|FIXED|normal|True
580158|VERIFIED|Firefox|--|FIXED|normal|True
580245|RESOLVED|Firefox|--|INCOMPLETE|normal|True
580249|RESOLVED|Firefox|--|WORKSFORME|trivial|False
580263|RESOLVED|Firefox|--|DUPLICATE|normal|False
580264|RESOLVED|Firefox|--|DUPLICATE|normal|True
580295|UNCONFIRMED|Firefox|--||normal|False
580320|RESOLVED|Firefox|--|WORKSFORME|normal|True
580516|RESOLVED|Firefox|--|FIXED|normal|True
580537|NEW|Firefox|--||normal|True
580624|RESOLVED|Firefox|--|INCOMPLETE|major|False
580646|VERIFIED|Firefox|--|FIXED|normal|True
580672|VERIFIED|Firefox|--|FIXED|normal|True
580704|RESOLVED|Firefox|--|FIXED|blocker|True
580722|RESOLVED|Firefox|--|WORKSFORME|normal|True
580750|RESOLVED|Firefox|--|DUPLICATE|normal|True
580755|RESOLVED|Firefox|--|DUPLICATE|normal|True
580818|NEW|Firefox|--||normal|True
580825|RESOLVED|Firefox|--|DUPLICATE|normal|True
580833|RESOLVED|Firefox|--|DUPLICATE|normal|True
580860|ASSIGNED|Firefox|--||normal|True
580998|RESOLVED|Firefox|--|WORKSFORME|normal|True
581012|RESOLVED|Firefox|P5|WONTFIX|normal|True
581019|RESOLVED|Firefox|--|DUPLICATE|normal|True
581276|NEW|Firefox|--||enhancement|True
581313|RESOLVED|Firefox|--|INACTIVE|minor|True
581510|NEW|Firefox|--||critical|True
581623|VERIFIED|Firefox|--|FIXED|normal|True
581641|RESOLVED|Firefox|--|WONTFIX|minor|True
581671|RESOLVED|Firefox|--|INACTIVE|normal|True
581672|RESOLVED|Firefox|--|DUPLICATE|normal|True
581741|RESOLVED|Firefox|--|WONTFIX|enhancement|True
581912|RESOLVED|Firefox|--|DUPLICATE|normal|True
581913|RESOLVED|Firefox|--|DUPLICATE|normal|True
581918|UNCONFIRMED|Firefox|--||normal|False
581937|VERIFIED|Firefox|--|FIXED|normal|True
581948|VERIFIED|Firefox|--|DUPLICATE|normal|False
581977|RESOLVED|Firefox|--|INVALID|normal|False
581978|RESOLVED|Firefox|--|WORKSFORME|normal|True
582005|NEW|Firefox|--||normal|True
582043|RESOLVED|Firefox|--|DUPLICATE|major|False
582044|RESOLVED|Firefox|--|FIXED|minor|True
582083|RESOLVED|Firefox|--|FIXED|normal|True
582158|RESOLVED|Firefox|--|INACTIVE|enhancement|True
582203|RESOLVED|Firefox|--|FIXED|normal|True
582205|RESOLVED|Firefox|--|INVALID|normal|False
582354|NEW|Firefox|--||major|True
582370|RESOLVED|Firefox|--|DUPLICATE|enhancement|False
582415|RESOLVED|Firefox|--|WONTFIX|normal|False
582487|RESOLVED|Firefox|--|DUPLICATE|normal|False
582496|RESOLVED|Firefox|--|WORKSFORME|major|False
582536|RESOLVED|Firefox|--|DUPLICATE|normal|True
582540|RESOLVED|Firefox|--|INACTIVE|enhancement|True
582571|RESOLVED|Firefox|--|WORKSFORME|normal|True
582591|RESOLVED|Firefox|--|INVALID|normal|False
582634|RESOLVED|Firefox|--|INCOMPLETE|normal|False
582662|RESOLVED|Firefox|P5|DUPLICATE|normal|True
582669|NEW|Firefox|P5||enhancement|True
582803|RESOLVED|Firefox|--|INCOMPLETE|normal|False
582842|RESOLVED|Firefox|--|WORKSFORME|normal|False
582843|RESOLVED|Firefox|--|DUPLICATE|minor|False
582917|RESOLVED|Firefox|--|DUPLICATE|normal|True
582931|UNCONFIRMED|Firefox|--||major|False
582947|RESOLVED|Firefox|--|INCOMPLETE|minor|True
583184|RESOLVED|Firefox|--|DUPLICATE|normal|True
583209|RESOLVED|Firefox|--|FIXED|normal|True
583260|RESOLVED|Firefox|--|WONTFIX|normal|True
583299|UNCONFIRMED|Firefox|--||normal|False
583342|RESOLVED|Firefox|--|WORKSFORME|normal|True
583344|RESOLVED|Firefox|--|WONTFIX|normal|True
583347|RESOLVED|Firefox|--|WONTFIX|normal|True
583350|RESOLVED|Firefox|--|WONTFIX|normal|True
583366|RESOLVED|Firefox|--|INCOMPLETE|normal|True
583381|NEW|Firefox|--||normal|True
583405|NEW|Firefox|--||normal|True
583406|RESOLVED|Firefox|--|FIXED|normal|True
583441|RESOLVED|Firefox|--|DUPLICATE|normal|True
583451|NEW|Firefox|--||enhancement|True
583469|RESOLVED|Firefox|--|INACTIVE|enhancement|False
583484|RESOLVED|Firefox|--|INCOMPLETE|major|False
583503|RESOLVED|Firefox|--|FIXED|normal|True
583509|RESOLVED|Firefox|--|WORKSFORME|normal|True
583517|RESOLVED|Firefox|--|DUPLICATE|normal|True
583518|RESOLVED|Firefox|--|INCOMPLETE|normal|False
583541|RESOLVED|Firefox|--|INVALID|normal|False
583545|RESOLVED|Firefox|--|INVALID|normal|False
583617|UNCONFIRMED|Firefox|--||normal|False
583652|RESOLVED|Firefox|P5|FIXED|trivial|True
583705|RESOLVED|Firefox|--|INVALID|normal|False
583795|RESOLVED|Firefox|--|WONTFIX|enhancement|False
583829|RESOLVED|Firefox|--|FIXED|normal|True
583847|RESOLVED|Firefox|--|FIXED|normal|True
583860|RESOLVED|Firefox|--|FIXED|normal|True
583877|RESOLVED|Firefox|--|INCOMPLETE|normal|False
583890|REOPENED|Firefox|--||normal|True
583935|NEW|Firefox|P3||enhancement|True
583949|RESOLVED|Firefox|--|FIXED|normal|True
583961|VERIFIED|Firefox|--|DUPLICATE|normal|False
583985|RESOLVED|Firefox|--|FIXED|normal|True
583993|RESOLVED|Firefox|--|DUPLICATE|enhancement|False
584040|RESOLVED|Firefox|--|FIXED|normal|True
584055|RESOLVED|Firefox|--|INVALID|normal|False
584123|RESOLVED|Firefox|--|DUPLICATE|normal|True
584170|RESOLVED|Firefox|--|FIXED|normal|True
584241|RESOLVED|Firefox|--|FIXED|normal|True
584285|NEW|Firefox|--||normal|True
584336|NEW|Firefox|--||normal|True
584366|RESOLVED|Firefox|--|FIXED|normal|True
584369|RESOLVED|Firefox|--|FIXED|normal|True
584402|RESOLVED|Firefox|--|FIXED|normal|True
584456|RESOLVED|Firefox|--|INCOMPLETE|normal|False
584478|RESOLVED|Firefox|--|FIXED|normal|True
584486|RESOLVED|Firefox|--|FIXED|normal|True
584505|RESOLVED|Firefox|--|INVALID|trivial|False
584576|RESOLVED|Firefox|--|WORKSFORME|normal|True
584645|RESOLVED|Firefox|--|DUPLICATE|enhancement|False
584669|RESOLVED|Firefox|--|WORKSFORME|minor|True
584705|VERIFIED|Firefox|--|FIXED|normal|True
584722|RESOLVED|Firefox|--|FIXED|normal|True
584737|RESOLVED|Firefox|--|INVALID|normal|True
584763|RESOLVED|Firefox|--|INCOMPLETE|normal|False
584771|NEW|Firefox|--||normal|True
584833|RESOLVED|Firefox|--|FIXED|normal|True
584853|RESOLVED|Firefox|--|WORKSFORME|major|False
584927|RESOLVED|Firefox|--|FIXED|normal|True
585121|RESOLVED|Firefox|--|INACTIVE|enhancement|True
585157|RESOLVED|Firefox|--|FIXED|normal|True
585179|RESOLVED|Firefox|--|WORKSFORME|critical|False
585190|RESOLVED|Firefox|--|FIXED|normal|True
585250|RESOLVED|Firefox|--|WONTFIX|major|False
585266|RESOLVED|Firefox|--|INCOMPLETE|normal|False
585291|RESOLVED|Firefox|--|FIXED|normal|True
585296|RESOLVED|Firefox|--|INCOMPLETE|normal|False
585316|RESOLVED|Firefox|--|INVALID|normal|True
585367|RESOLVED|Firefox|--|DUPLICATE|enhancement|True
585368|RESOLVED|Firefox|--|WONTFIX|enhancement|False
585400|RESOLVED|Firefox|--|WORKSFORME|normal|True
585410|RESOLVED|Firefox|--|INCOMPLETE|normal|False
585447|RESOLVED|Firefox|--|INCOMPLETE|normal|False
585485|VERIFIED|Firefox|--|FIXED|normal|True
585489|RESOLVED|Firefox|--|WORKSFORME|normal|False
585543|RESOLVED|Firefox|--|INCOMPLETE|normal|False
585560|RESOLVED|Firefox|--|INVALID|normal|False
585740|RESOLVED|Firefox|--|FIXED|normal|True
585753|VERIFIED|Firefox|--|FIXED|normal|True
585755|RESOLVED|Firefox|--|DUPLICATE|normal|True
585822|NEW|Firefox|--||normal|True
585963|VERIFIED|Firefox|--|FIXED|normal|True
586024|RESOLVED|Firefox|--|WORKSFORME|major|False
586082|NEW|Firefox|--||normal|True
586137|RESOLVED|Firefox|--|WONTFIX|normal|True
586235|RESOLVED|Firefox|--|INCOMPLETE|normal|False
586328|RESOLVED|Firefox|--|DUPLICATE|major|True
586502|RESOLVED|Firefox|--|FIXED|normal|True
586542|UNCONFIRMED|Firefox|--||major|False
586565|RESOLVED|Firefox|--|INCOMPLETE|major|False
586615|RESOLVED|Firefox|--|FIXED|normal|True
586651|RESOLVED|Firefox|--|WONTFIX|major|False
586663|UNCONFIRMED|Firefox|--||trivial|False
586710|RESOLVED|Firefox|--|DUPLICATE|minor|True
586726|NEW|Firefox|--||normal|True
586782|RESOLVED|Firefox|--|WORKSFORME|critical|False
586797|NEW|Firefox|--||normal|True
586867|RESOLVED|Firefox|--|FIXED|normal|True
586877|RESOLVED|Firefox|--|DUPLICATE|critical|True
586985|RESOLVED|Firefox|--|DUPLICATE|enhancement|True
587027|RESOLVED|Firefox|--|FIXED|normal|True
587036|RESOLVED|Firefox|--|FIXED|normal|True
587052|RESOLVED|Firefox|--|WORKSFORME|normal|True
587056|RESOLVED|Firefox|--|INVALID|major|True
587057|RESOLVED|Firefox|--|WORKSFORME|normal|True
587070|RESOLVED|Firefox|P5|DUPLICATE|trivial|True
587072|RESOLVED|Firefox|--|INVALID|major|True
587084|RESOLVED|Firefox|--|WORKSFORME|normal|True
587136|RESOLVED|Firefox|--|DUPLICATE|normal|False
587241|RESOLVED|Firefox|--|FIXED|normal|True
587280|RESOLVED|Firefox|--|FIXED|normal|True
587381|RESOLVED|Firefox|--|INCOMPLETE|normal|False
587382|RESOLVED|Firefox|--|WORKSFORME|normal|True
587410|RESOLVED|Firefox|--|INCOMPLETE|normal|False
587420|RESOLVED|Firefox|--|FIXED|normal|True
587441|NEW|Firefox|P3||normal|True
587551|RESOLVED|Firefox|--|FIXED|enhancement|True
587808|RESOLVED|Firefox|--|WORKSFORME|normal|True
587873|RESOLVED|Firefox|--|WONTFIX|normal|True
587945|RESOLVED|Firefox|--|INVALID|normal|False
587956|RESOLVED|Firefox|P5|INCOMPLETE|normal|True
588011|VERIFIED|Firefox|--|FIXED|normal|True
588080|RESOLVED|Firefox|--|INVALID|normal|True
588082|RESOLVED|Firefox|--|DUPLICATE|normal|True
588101|RESOLVED|Firefox|--|INCOMPLETE|normal|False
588164|RESOLVED|Firefox|--|DUPLICATE|normal|True
588193|RESOLVED|Firefox|--|FIXED|normal|True
588230|NEW|Firefox|--||normal|True
588240|RESOLVED|Firefox|--|FIXED|normal|True
588242|RESOLVED|Firefox|--|WONTFIX|normal|True
588272|NEW|Firefox|--||normal|True
588274|NEW|Firefox|--||normal|True
588277|RESOLVED|Firefox|--|INVALID|normal|False
588299|RESOLVED|Firefox|--|DUPLICATE|minor|False
588455|RESOLVED|Firefox|--|INVALID|normal|False
588481|NEW|Firefox|--||normal|True
588578|RESOLVED|Firefox|--|DUPLICATE|normal|False
588620|RESOLVED|Firefox|--|WONTFIX|normal|True
588696|RESOLVED|Firefox|--|INVALID|major|False
589106|RESOLVED|Firefox|--|WONTFIX|critical|False
589146|VERIFIED|Firefox|--|FIXED|normal|True
589266|NEW|Firefox|--||normal|True
589336|RESOLVED|Firefox|--|WONTFIX|normal|True
589380|RESOLVED|Firefox|--|DUPLICATE|normal|False
589441|VERIFIED|Firefox|--|FIXED|critical|True
589468|RESOLVED|Firefox|--|FIXED|normal|True
589530|UNCONFIRMED|Firefox|--||normal|False
589544|RESOLVED|Firefox|--|WONTFIX|normal|False
589588|RESOLVED|Firefox|--|DUPLICATE|normal|False
589589|NEW|Firefox|--||normal|True
589612|VERIFIED|Firefox|--|WONTFIX|enhancement|False
589886|RESOLVED|Firefox|--|DUPLICATE|normal|True
589895|RESOLVED|Firefox|--|WORKSFORME|normal|True
589921|RESOLVED|Firefox|--|WONTFIX|enhancement|True
589979|VERIFIED|Firefox|--|FIXED|normal|True
589980|RESOLVED|Firefox|P3|FIXED|enhancement|True
589981|RESOLVED|Firefox|--|FIXED|normal|True
590009|RESOLVED|Firefox|--|WONTFIX|normal|False
590016|RESOLVED|Firefox|--|WORKSFORME|normal|False
590076|RESOLVED|Firefox|--|DUPLICATE|normal|True
590080|RESOLVED|Firefox|--|DUPLICATE|normal|False
590217|RESOLVED|Firefox|--|INCOMPLETE|normal|True
590297|REOPENED|Firefox|--||normal|True
590448|NEW|Firefox|--||enhancement|True
590489|RESOLVED|Firefox|--|DUPLICATE|enhancement|True
590507|NEW|Firefox|--||normal|True
590539|RESOLVED|Firefox|--|INCOMPLETE|major|False
590622|RESOLVED|Firefox|--|DUPLICATE|trivial|False
590707|RESOLVED|Firefox|--|WORKSFORME|normal|True
590743|RESOLVED|Firefox|--|WONTFIX|normal|True
590763|VERIFIED|Firefox|--|FIXED|normal|True
590770|NEW|Firefox|--||normal|True
590801|RESOLVED|Firefox|--|DUPLICATE|normal|True
590816|NEW|Firefox|--||enhancement|True
590893|RESOLVED|Firefox|--|INCOMPLETE|normal|False
590985|RESOLVED|Firefox|--|INCOMPLETE|enhancement|False
590993|NEW|Firefox|--||normal|True
591007|RESOLVED|Firefox|--|INCOMPLETE|normal|False
591022|RESOLVED|Firefox|--|INCOMPLETE|normal|False
591050|NEW|Firefox|--||normal|True
591097|VERIFIED|Firefox|--|FIXED|normal|True
591100|RESOLVED|Firefox|--|WONTFIX|normal|True
591102|RESOLVED|Firefox|--|FIXED|normal|True
591103|RESOLVED|Firefox|--|FIXED|normal|True
591112|RESOLVED|Firefox|--|DUPLICATE|normal|True
591118|VERIFIED|Firefox|--|FIXED|normal|True
591120|VERIFIED|Firefox|--|FIXED|normal|True
591126|RESOLVED|Firefox|--|FIXED|normal|True
591129|RESOLVED|Firefox|--|WONTFIX|trivial|False
591131|VERIFIED|Firefox|--|FIXED|normal|True
591171|RESOLVED|Firefox|--|INVALID|enhancement|False
591194|RESOLVED|Firefox|--|INCOMPLETE|major|False
591354|RESOLVED|Firefox|--|DUPLICATE|normal|False
591416|RESOLVED|Firefox|--|INCOMPLETE|normal|True
591420|RESOLVED|Firefox|--|WONTFIX|normal|True
591482|RESOLVED|Firefox|--|FIXED|normal|True
591508|RESOLVED|Firefox|--|WORKSFORME|critical|True
591533|RESOLVED|Firefox|--|INCOMPLETE|normal|True
